timestamp,open,high,low,close,volume,trade_count,vwap
2020-01-02 05:00:00,77.4,78.21,77.16,78.2,5489065.0,35023.0,77.83
2020-01-03 05:00:00,77.12,77.95,76.98,77.25,5624735.0,33223.0,77.41
2020-01-06 05:00:00,77.0,77.67,76.63,77.65,6558037.0,38302.0,77.28
2020-01-07 05:00:00,77.14,77.61,76.93,77.22,3750700.0,30237.0,77.27
2020-01-08 05:00:00,77.52,77.94,77.28,77.53,6516204.0,41290.0,77.59
2020-01-09 05:00:00,77.61,77.96,77.12,77.74,7132487.0,41523.0,77.67
2020-01-10 05:00:00,78.06,78.23,76.6,76.77,5148635.0,39236.0,77.17
2020-01-13 05:00:00,76.89,77.1,76.21,76.55,6206053.0,37399.0,76.59
2020-01-14 05:00:00,75.98,77.67,75.87,77.43,10207694.0,47990.0,77.16
2020-01-15 05:00:00,77.77,79.34,77.77,78.92,6021809.0,42068.0,78.8
2020-01-16 05:00:00,79.35,79.76,78.95,79.73,5994918.0,36099.0,79.54
2020-01-17 05:00:00,79.88,80.56,79.75,80.38,6740334.0,37410.0,80.24
2020-01-21 05:00:00,80.25,81.32,80.03,81.04,8403959.0,52398.0,80.86
2020-01-22 05:00:00,81.99,83.49,81.31,82.96,11325621.0,64564.0,82.92
2020-01-23 05:00:00,82.86,82.95,81.43,81.94,8401461.0,43244.0,81.96
2020-01-24 05:00:00,82.05,82.66,81.47,81.64,4763529.0,34975.0,81.88
2020-01-27 05:00:00,80.48,81.28,80.28,80.91,5593128.0,33101.0,80.91
2020-01-28 05:00:00,81.01,81.31,80.73,80.87,5871069.0,33214.0,80.96
2020-01-29 05:00:00,80.93,81.49,80.44,80.51,4621552.0,28022.0,80.79
2020-01-30 05:00:00,79.74,80.57,79.45,80.52,5830838.0,42204.0,80.07
2020-01-31 05:00:00,80.5,80.59,78.48,78.7,7117086.0,42475.0,79.05
2020-02-03 05:00:00,79.28,79.84,78.35,78.63,5611899.0,32125.0,78.73
2020-02-04 05:00:00,79.66,80.6,79.61,79.68,4548831.0,31408.0,79.9
2020-02-05 05:00:00,80.26,80.93,79.97,80.88,4492847.0,26332.0,80.72
2020-02-06 05:00:00,81.28,81.35,80.6,80.8,4855969.0,37881.0,80.84
2020-02-07 05:00:00,80.59,80.84,79.18,79.36,5031599.0,30488.0,79.6
2020-02-10 05:00:00,78.76,79.75,78.76,79.75,4778154.0,32563.0,79.46
2020-02-11 05:00:00,80.04,80.75,79.95,80.53,3176289.0,24200.0,80.48
2020-02-12 05:00:00,80.88,80.91,79.99,80.19,3877043.0,28535.0,80.36
2020-02-13 05:00:00,79.93,80.41,79.2,80.09,4967611.0,30416.0,80.02
2020-02-14 05:00:00,80.26,81.02,79.76,80.97,4663064.0,32190.0,80.64
2020-02-18 05:00:00,80.76,80.82,79.75,80.27,4992508.0,39500.0,80.24
2020-02-19 05:00:00,80.23,81.22,80.1,80.7,3963826.0,28159.0,80.81
2020-02-20 05:00:00,80.47,80.88,79.51,79.89,4587746.0,28752.0,79.96
2020-02-21 05:00:00,79.51,79.7,78.72,78.98,7772705.0,32920.0,79.02
2020-02-24 05:00:00,77.17,77.37,75.93,76.43,6453599.0,50900.0,76.65
2020-02-25 05:00:00,76.7,77.1,72.95,73.27,8064178.0,62066.0,74.14
2020-02-26 05:00:00,74.17,74.85,73.25,73.48,8297504.0,60624.0,73.89
